Age,Gender,Family_History,Company_Size,Tech_Company,Wellness_Program,Anonymity_Protected,Leave_Difficulty,Work_Interfere,Benefits,Care_Options,Comments,Target_Sought_Treatment,Survey_Year
24.0,Male,No,1-5,Yes,Yes,Yes,Don't know,Sometimes,Not eligible for coverage / N/A,Not sure,no comment,0,2016
24.0,Female,Yes,100-500,No,No,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2016
36.0,Female,Yes,500-1000,Yes,No,Yes,Very difficult,Sometimes,Yes,Yes,no comment,1,2016
24.0,Female,Yes,More than 1000,No,No,Don't know,Very difficult,Often,Not eligible for coverage / N/A,Not sure,no comment,1,2016
24.0,Male,No,500-1000,Yes,No,Don't know,Somewhat easy,Never,No,No,no comment,0,2016
31.0,Male,Yes,26-100,Yes,No,Don't know,Very difficult,Often,No,,no comment,1,2016
39.0,Male,No,26-100,Yes,Yes,Don't know,Don't know,Often,Yes,Not sure,no comment,0,2016
41.0,Male,Yes,More than 1000,Yes,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2016
29.0,Male,Don't know,,,,,,Never,,,no comment,0,2016
37.0,Male,Don't know,26-100,Yes,No,Yes,Very easy,Never,No,No,no comment,0,2016
30.0,Male,No,26-100,Yes,No,Don't know,Don't know,Never,Don't know,Not sure,no comment,0,2016
24.0,Male,No,100-500,Yes,Yes,Don't know,Somewhat easy,Never,Yes,Not sure,no comment,0,2016
22.0,Female,Don't know,100-500,Yes,No,Don't know,Somewhat difficult,Often,Not eligible for coverage / N/A,,no comment,1,2016
24.0,Male,Don't know,100-500,Yes,Yes,Yes,Somewhat easy,Rarely,Yes,Not sure,no comment,0,2016
26.0,Female,Don't know,100-500,Yes,No,Don't know,Somewhat easy,Often,Don't know,Not sure,no comment,1,2016
38.0,Female,Yes,500-1000,Yes,No,Yes,Somewhat easy,Often,Yes,No,no comment,1,2016
34.0,Female,Yes,,,,,,Never,,,no comment,1,2016
56.0,Male,Yes,,,,,,Often,,,no comment,0,2016
52.0,Male,Yes,100-500,Yes,Yes,Don't know,Somewhat difficult,Sometimes,Yes,Yes,no comment,1,2016
30.0,Female,Yes,100-500,No,No,Don't know,Somewhat difficult,Often,Don't know,Not sure,no comment,0,2016
25.0,Other,Don't know,100-500,Yes,No,Don't know,Very difficult,Often,Yes,No,no comment,0,2016
45.0,Male,Yes,,,,,,Sometimes,,,no comment,0,2020
24.0,Female,Yes,,,,,,Never,,,no comment,1,2020
46.0,Male,Yes,,,,,,Often,,,mental health should be a law by government.,0,2020
25.0,Female,Yes,,,,,,Sometimes,,,no comment,0,2020
25.0,Female,Don't know,,,,,,Often,,,no,0,2020
,Female,No,,,,,,Rarely,,,ryry,1,2020
,Other,Yes,,,,,,Never,,,no comment,1,2020
35.0,Male,Yes,,,,,,Often,,,no comment,1,2020
34.0,Female,No,,,,,,Sometimes,,,"family background, and personal responsibilites",0,2020
23.0,Female,No,,,,,,Often,,,no comment,0,2020
42.0,Female,Yes,,,,,,Often,,,no,1,2020
54.0,Male,Yes,,,,,,Often,,,The society of tech workers contains well-entrenched cultures of denial of the value of mental health awareness and treatment that must be addressed. Some of these cultures are truly destructive and violent. Some are even encouraged by business and political actors.,1,2020
40.0,Female,Yes,,,,,,Never,,,no comment,0,2020
36.0,Female,Yes,,,,,,Often,,,I'm not sure right now.,1,2020
30.0,Male,Don't know,,,,,,Sometimes,,,safs,1,2020
22.0,Male,Yes,,,,,,Rarely,,,as,0,2020
21.0,Female,Yes,,,,,,Often,,,No,1,2020
46.0,Male,Yes,,,,,,Never,,,no comment,1,2020
63.0,Male,No,,,,,,Never,,,No.,1,2020
20.0,Male,No,,,,,,Often,,,"For example, if a person sought out help, you could ask if the person took the treatment, and why(or why not).",0,2020
24.0,Other,No,,,,,,Rarely,,,nn,1,2020
44.0,Male,Don't know,,,,,,Never,,,no comment,0,2020
35.0,Male,Don't know,,,,,,Often,,,no,1,2020
30.0,Female,No,,,,,,Never,,,no comment,0,2020
23.0,Female,Don't know,,,,,,Often,,,no comment,1,2020
26.0,Male,Yes,More than 1000,No,Yes,Don't know,Very easy,Sometimes,Yes,No,no comment,0,2020
32.0,Male,No,500-1000,Yes,Don't know,Don't know,Somewhat easy,Never,No,No,no comment,0,2020
34.0,Male,Don't know,6-25,Yes,No,Don't know,Very easy,Sometimes,Don't know,No,no comment,0,2020
44.0,Female,Yes,26-100,Yes,Don't know,Don't know,Somewhat easy,Often,Yes,Yes,no comment,1,2020
33.0,Male,No,500-1000,Yes,No,Yes,Somewhat difficult,Often,No,No,no comment,1,2020
38.0,Male,Don't know,More than 1000,Yes,Yes,Yes,Don't know,Often,Yes,No,no comment,1,2020
45.0,Male,No,More than 1000,No,No,Yes,Somewhat difficult,Rarely,Don't know,No,no,0,2020
27.0,Female,No,More than 1000,Yes,Yes,Yes,Very easy,Never,Yes,Yes,No,0,2020
21.0,Male,Don't know,26-100,Yes,Don't know,Yes,Somewhat easy,Never,Don't know,No,no,0,2020
30.0,Female,No,More than 1000,Yes,No,Don't know,Don't know,Never,Don't know,No,No,0,2020
44.0,Male,No,More than 1000,No,No,Yes,Somewhat difficult,Often,Don't know,No,Inform in advance how much time it will take for the survey and educate on the mental illness. We face stress and pressure in project and their deadlines. not sure how to face them.,0,2020
32.0,Male,No,More than 1000,No,Yes,Don't know,Somewhat easy,Often,Yes,Yes,no comment,0,2020
39.0,Female,No,More than 1000,Yes,Yes,Yes,Somewhat difficult,Often,Yes,No,HOW ANONYMOUS IS A COMPANY WHEN TREATING MENTAL ILLNESS WE ARE NOT CONFIDENT,0,2020
27.0,Female,Don't know,100-500,No,No,Don't know,Don't know,Often,No,Yes,no comment,1,2020
34.0,Male,Don't know,More than 1000,Yes,Yes,Don't know,Somewhat easy,Often,Yes,Yes,no comment,1,2020
30.0,Male,No,26-100,Yes,No,Don't know,Don't know,Never,No,No,no comment,0,2020
24.0,Male,Don't know,26-100,Yes,No,Don't know,Somewhat difficult,Often,No,,no comment,1,2020
50.0,Male,No,More than 1000,Yes,No,Don't know,Somewhat difficult,Never,No,No,How is society treating one with mental illness in respondents point if view is what could have been included,0,2020
27.0,Male,No,More than 1000,Yes,Yes,Don't know,Very easy,Never,Yes,Yes,no comment,0,2020
28.0,Male,Yes,100-500,Yes,Yes,Yes,Somewhat easy,Often,Yes,No,no comment,1,2020
27.0,Female,No,More than 1000,Yes,No,Don't know,Somewhat difficult,Never,Don't know,No,no comment,0,2020
34.0,Male,Yes,500-1000,Yes,No,Yes,Somewhat difficult,Sometimes,Don't know,No,"I want to help, I want to advocate, but I'm scared doing so will hurt my career.",1,2020
42.0,Male,Don't know,100-500,Yes,No,Don't know,Don't know,Sometimes,No,No,No,0,2020
22.0,Other,No,500-1000,Yes,Yes,No,Somewhat easy,Sometimes,Yes,Yes,no comment,0,2020
28.0,Female,No,100-500,Yes,No,No,Somewhat difficult,Often,No,No,na,0,2020
36.0,Male,No,26-100,Yes,Yes,Yes,Very easy,Never,Yes,Yes,no comment,0,2020
41.0,Male,No,More than 1000,No,Yes,Don't know,Somewhat easy,Often,No,Yes,no comment,0,2020
30.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat difficult,Often,Yes,Yes,N/a,1,2020
34.0,Male,Don't know,100-500,No,Yes,Yes,Somewhat easy,Never,Don't know,No,No comment,0,2020
23.0,Female,No,More than 1000,No,Yes,Don't know,Somewhat easy,Often,Don't know,No,"IT-workers prefer to work in the dark. But sunlight is essential due to a healthy body. Is there a solution? (offices out of glas, open, sunny rooms for breaks etc.)",0,2020
29.0,Female,No,More than 1000,No,No,Don't know,Somewhat difficult,Never,No,,no comment,0,2020
58.0,Male,No,500-1000,No,No,Yes,Somewhat easy,Sometimes,Yes,Yes,no,1,2020
40.0,Male,No,100-500,No,No,Don't know,Don't know,Never,Don't know,No,Nothing to add.,0,2020
32.0,Male,Yes,100-500,Yes,No,Don't know,Somewhat difficult,Often,No,No,Thank you,1,2020
30.0,Male,Yes,100-500,Yes,Don't know,Don't know,Don't know,Often,Don't know,No,no comment,0,2020
33.0,Female,Yes,500-1000,No,Yes,Don't know,Somewhat easy,Never,Yes,Yes,no comment,1,2020
22.0,Female,No,26-100,No,No,Yes,Somewhat difficult,Never,Don't know,No,no comment,1,2020
30.0,Female,No,More than 1000,Yes,Don't know,Yes,Very easy,Rarely,Yes,No,no comment,1,2020
34.0,Male,Yes,6-25,Yes,No,No,Somewhat difficult,Sometimes,No,,"In my experience at my current / previous employer, they knew I was mentally ill and know that if they told me ""try harder"", ""you can do better"", ""we expect more"" that I would work through nights, weekends and all of my free time to try and rectify my problems and up skill.",1,2020
44.0,Male,Don't know,6-25,No,Yes,Don't know,Don't know,Never,Yes,No,no comment,1,2020
30.0,Male,Don't know,26-100,Yes,No,Don't know,Very easy,Often,Yes,Yes,no comment,1,2020
39.0,Male,Don't know,100-500,No,Yes,Yes,Somewhat difficult,Often,Yes,Yes,no comment,1,2020
48.0,Male,No,500-1000,Yes,No,Don't know,Somewhat difficult,Never,Yes,Yes,No,0,2020
26.0,Male,Yes,26-100,No,No,Don't know,Somewhat difficult,Sometimes,Don't know,No,no comment,1,2020
28.0,Female,Yes,26-100,No,No,Yes,Somewhat easy,Sometimes,Don't know,Yes,no comment,1,2020
36.0,Male,Don't know,More than 1000,Yes,Don't know,Yes,Somewhat easy,Often,Yes,No,no comment,1,2020
37.0,Male,No,6-25,Yes,No,Don't know,Very easy,Never,Don't know,No,no comment,0,2020
42.0,Male,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Often,Yes,Yes,"If my employer had to make accommodations due to my mental health, I would be concerned that I am now a target of HR / MGMT.  I would be the ""special"" one that needs ""accommodation"" - aka a hassle.  If I was given encouragement, empathetic coaching, and another simple item then my productivity would likely skyrocket.",1,2020
31.0,Male,Yes,More than 1000,Yes,No,Don't know,Don't know,Sometimes,Yes,Yes,no comment,1,2020
22.0,Male,Don't know,More than 1000,No,No,Don't know,Somewhat easy,Never,Don't know,,no comment,0,2020
40.0,Male,Yes,100-500,Yes,No,No,Very easy,Sometimes,Don't know,No,"Even if I have my issues, I am considered a high achiever. That is why I had a lot of flexibility to accommodate my location and working hours, for many years. 
That flexibility allowed me to be productive in an asynchronous way for my employers and colleagues. I can take a nap or a walk when my brain tells me to, without giving explications or excuses, just focusing on productivity and health. 

The covid crisis brought us millions of people with mental issues that will not be treated as required.  However, the increase of workers that could also work from home in asynchronous ways creates space for solutions that could compensate.

I think that it is important to speak openly on those issues; to educate people on first aid solutions. People should be able to take care of little scratches and to recognize situations where professional aid is required.",1,2020
50.0,Male,No,More than 1000,Yes,Yes,Yes,Don't know,Never,Yes,Yes,No,0,2020
31.0,Female,No,More than 1000,Yes,Yes,Don't know,Somewhat difficult,Never,Don't know,No,no,0,2020
29.0,Other,Yes,More than 1000,Yes,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2020
40.0,Male,No,100-500,No,No,Don't know,Somewhat difficult,Sometimes,No,No,no comment,0,2020
33.0,Female,No,More than 1000,No,No,Don't know,Somewhat difficult,Often,No,No,no comment,0,2020
29.0,Male,No,26-100,Yes,Don't know,Don't know,Somewhat easy,Never,Don't know,No,no comment,0,2020
27.0,Female,No,More than 1000,Yes,Yes,Don't know,Very easy,Never,Don't know,No,no comment,0,2020
36.0,Male,Yes,More than 1000,Yes,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2020
33.0,Female,No,More than 1000,No,Yes,Don't know,Don't know,Sometimes,Yes,Yes,no comment,0,2020
40.0,Male,Yes,6-25,Yes,No,Don't know,Somewhat easy,Often,Don't know,,Thank you for this initiative,0,2020
42.0,Male,Yes,26-100,Yes,Yes,Yes,Don't know,Never,Yes,Yes,no comment,0,2020
31.0,Male,Yes,500-1000,Yes,No,Don't know,Don't know,Often,Don't know,No,no comment,1,2020
35.0,Female,No,More than 1000,No,Yes,Don't know,Somewhat easy,Sometimes,Yes,Yes,no comment,0,2020
46.0,Male,Don't know,More than 1000,No,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2020
54.0,Female,Yes,100-500,Yes,Yes,Don't know,Somewhat easy,Often,Yes,Yes,no comment,1,2020
33.0,Male,No,500-1000,No,No,Don't know,Somewhat easy,Never,Don't know,No,Not for now,0,2020
40.0,Female,Don't know,100-500,Yes,No,No,Somewhat difficult,Never,No,No,What caused mental issue,0,2020
23.0,Female,No,100-500,No,Yes,Yes,Don't know,Never,Don't know,No,no comment,0,2020
32.0,Male,Yes,500-1000,Yes,No,Don't know,Don't know,Often,Don't know,No,no comment,0,2020
26.0,Female,Yes,More than 1000,Yes,Yes,Yes,Somewhat difficult,Often,Yes,Yes,no comment,1,2020
30.0,Male,No,More than 1000,No,Yes,Yes,Somewhat easy,Never,Yes,No,no comment,0,2020
30.0,Male,No,More than 1000,Yes,Yes,Don't know,Very easy,Sometimes,No,,no comment,0,2020
44.0,Male,No,26-100,Yes,Yes,Yes,Somewhat easy,Often,Yes,No,no comment,1,2020
37.0,Male,No,100-500,Yes,Don't know,Don't know,Somewhat difficult,Never,No,No,no comment,1,2020
37.0,Male,No,More than 1000,Yes,No,No,Somewhat easy,Rarely,Don't know,No,If companies are having mental health in the medical policy. How much they are implementing  it,0,2020
29.0,Female,No,500-1000,Yes,Yes,Don't know,Don't know,Never,Yes,No,That's all.,0,2020
39.0,Male,Don't know,26-100,Yes,No,Don't know,Very easy,Sometimes,Yes,No,no comment,1,2020
20.0,Male,No,6-25,Yes,No,Don't know,Very easy,Often,Don't know,,Thank you for the survey :),1,2020
44.0,Male,No,100-500,Yes,No,Don't know,Don't know,Never,Don't know,No,no comment,0,2020
23.0,Male,No,26-100,Yes,No,No,Don't know,Sometimes,No,Yes,no,0,2020
22.0,Female,Yes,More than 1000,Yes,Yes,Yes,Very easy,Never,Yes,No,Nope,0,2020
31.0,Female,No,More than 1000,Yes,No,Don't know,Don't know,Never,Don't know,No,none,0,2020
59.0,Male,Don't know,26-100,No,Yes,Yes,Don't know,Often,Yes,Yes,no comment,1,2020
30.0,Female,No,More than 1000,No,Yes,Yes,Somewhat difficult,Never,No,,Nothing,0,2020
48.0,Female,Yes,26-100,No,Yes,Yes,Somewhat easy,Often,Yes,Yes,no,1,2020
30.0,Female,No,More than 1000,Yes,Don't know,Yes,Somewhat difficult,Sometimes,Don't know,No,na,1,2020
23.0,Male,No,More than 1000,Yes,No,Yes,Don't know,Never,Yes,Yes,no comment,0,2020
27.0,Male,No,500-1000,No,No,Yes,Somewhat easy,Never,Yes,No,Nothing to contribute,0,2020
53.0,Female,Yes,26-100,Yes,No,Don't know,Somewhat difficult,Often,Don't know,No,I really appreciate your survey and possibly ways to make mental health more visible,1,2020
62.0,Male,No,500-1000,No,No,Don't know,Somewhat easy,Never,Don't know,,no comment,0,2020
32.0,Other,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Often,Yes,Yes,no comment,1,2020
34.0,Male,No,More than 1000,Yes,No,Don't know,Don't know,Never,No,No,Nil,1,2020
29.0,Male,Yes,More than 1000,No,No,Don't know,Somewhat easy,Often,Don't know,No,no comment,0,2020
32.0,Female,No,More than 1000,No,Don't know,Don't know,Don't know,Never,Don't know,,Nothing,0,2020
46.0,Male,No,500-1000,No,No,Yes,Somewhat easy,Never,No,No,no comment,0,2020
42.0,Male,Yes,More than 1000,Yes,No,No,Very easy,Often,No,,no comment,1,2020
32.0,Male,Don't know,26-100,Yes,No,No,Somewhat difficult,Often,No,,no comment,1,2020
28.0,Male,Yes,More than 1000,No,No,Don't know,Very easy,Sometimes,Don't know,Yes,no comment,1,2020
45.0,Male,Yes,6-25,Yes,Yes,Yes,Very easy,Often,No,,Nothing,1,2020
29.0,Female,No,26-100,Yes,No,Yes,Somewhat easy,Never,No,,no comment,1,2020
27.0,Male,No,More than 1000,No,Yes,Don't know,Don't know,Often,Yes,Yes,no comment,1,2020
47.0,Male,No,6-25,Yes,No,Don't know,Very easy,Sometimes,No,,No,1,2020
24.0,Female,Don't know,100-500,Yes,Yes,Don't know,Very easy,Never,Don't know,No,none,0,2020
32.0,Female,Yes,More than 1000,No,No,Don't know,Don't know,Often,Yes,Yes,Talk about physical abuse and drug use and how it affects mental health in tech.,1,2020
26.0,Male,Don't know,100-500,No,Yes,Don't know,Somewhat easy,Never,Yes,Yes,no comment,0,2020
34.0,Male,Yes,100-500,No,No,Yes,Very easy,Often,No,,no comment,1,2020
45.0,Other,Don't know,26-100,Yes,No,Don't know,Somewhat easy,Never,Yes,No,no comment,0,2020
21.0,Female,No,More than 1000,Yes,Yes,Yes,Don't know,Never,Yes,Yes,no comment,0,2020
44.0,Female,No,100-500,No,No,Don't know,Somewhat difficult,Never,No,No,no comment,0,2020
47.0,Male,No,More than 1000,Yes,Don't know,Don't know,Don't know,Rarely,Don't know,No,no,0,2020
40.0,Male,Yes,More than 1000,Yes,No,Don't know,Somewhat easy,Rarely,No,No,no comment,0,2020
25.0,Female,No,100-500,No,Don't know,Don't know,Somewhat easy,Often,Don't know,No,No,0,2020
24.0,Female,Yes,More than 1000,Yes,Yes,Don't know,Somewhat difficult,Often,Yes,Yes,"Thanks for doing this work. Mental health issues, whether they’re disorders, situational symptoms, work related or not, needs to be taken seriously and should not be seen as a weakness.",1,2020
26.0,Female,No,More than 1000,Yes,Yes,Don't know,Don't know,Never,Yes,No,no comment,0,2020
31.0,Male,Don't know,6-25,Yes,No,No,Somewhat difficult,Never,No,,no comment,0,2020
26.0,Female,No,500-1000,Yes,Yes,Don't know,Somewhat difficult,Rarely,No,,no comment,0,2020
32.0,Male,No,More than 1000,No,Yes,Yes,Don't know,Sometimes,Don't know,No,no comment,0,2020
33.0,Female,No,More than 1000,No,Yes,Don't know,Somewhat difficult,Often,Don't know,No,No,0,2020
42.0,Female,Yes,500-1000,No,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2020
46.0,Male,Yes,100-500,Yes,Yes,Yes,Somewhat easy,Often,Yes,Yes,no comment,1,2020
30.0,Male,No,More than 1000,Yes,Yes,Don't know,Don't know,Rarely,Yes,No,no comment,1,2020
24.0,Male,Don't know,More than 1000,Yes,Yes,Don't know,Don't know,Never,No,No,no comment,1,2020
42.0,Male,No,26-100,No,No,Don't know,Somewhat difficult,Often,Don't know,No,na,0,2020
28.0,Male,No,More than 1000,No,No,Don't know,Don't know,Never,Don't know,No,vv,0,2020
27.0,Female,No,More than 1000,Yes,Yes,Yes,Very easy,Never,Yes,Yes,no comment,0,2020
62.0,Male,No,More than 1000,No,Yes,Yes,Very easy,Rarely,Yes,No,no comment,0,2020
34.0,Male,No,More than 1000,No,No,Don't know,Somewhat difficult,Never,No,No,no comment,1,2020
38.0,Male,No,500-1000,Yes,Yes,Yes,Very easy,Often,Don't know,No,no comment,1,2020
42.0,Male,Yes,26-100,Yes,Yes,Yes,Very easy,Often,No,,no comment,1,2020
35.0,Male,No,More than 1000,Yes,Yes,Yes,Very easy,Never,Don't know,No,no comment,0,2020
32.0,Male,No,More than 1000,No,Yes,Yes,Somewhat easy,Sometimes,Yes,Yes,no comment,1,2020
32.0,Female,No,26-100,Yes,No,Don't know,Somewhat difficult,Often,No,No,no comment,0,2020
25.0,Female,No,26-100,Yes,No,No,Somewhat easy,Never,No,No,no comment,0,2020
52.0,Male,No,More than 1000,No,Yes,Don't know,Very easy,Rarely,No,,"My employer offers a ""good health day"" for us to take one day per year off work with pay to go do something good for our physical/mental health",0,2020
24.0,Female,Don't know,More than 1000,No,No,No,Somewhat difficult,Never,No,No,nothing,0,2020
24.0,Male,Yes,1-5,Yes,No,Yes,Don't know,Sometimes,Don't know,Yes,Yes,1,2020
48.0,Female,Yes,More than 1000,Yes,Yes,Don't know,Don't know,Never,Yes,Yes,no comment,1,2020
24.0,Male,Don't know,26-100,No,Yes,Yes,Don't know,Sometimes,Yes,Yes,no comment,1,2020
32.0,Male,Yes,More than 1000,Yes,No,Don't know,Somewhat difficult,Sometimes,Don't know,No,"I have a sleep disorder which can make my relationships at work difficult, that can lead to anxiety, shame. I think we should be able to talk openly about these issues too and accomodate.",1,2020
21.0,Male,Don't know,More than 1000,Yes,No,Don't know,Don't know,Never,Yes,No,"With how competitive the tech industry is and how quick it evolves, it quite frankly seems impossible to have good mental health.",0,2020
34.0,Male,Don't know,100-500,No,No,Yes,Somewhat difficult,Often,Yes,No,no comment,1,2020
25.0,Male,Don't know,More than 1000,No,No,Don't know,Somewhat easy,Never,Yes,Yes,Thank you for caring about mental health and campaigning for it. I truly appreciate it.,0,2020
39.0,Male,Yes,26-100,Yes,Yes,Don't know,Very easy,Often,Yes,No,no comment,1,2020
25.0,Male,No,More than 1000,Yes,No,Yes,Don't know,Never,No,No,No,0,2020
28.0,Female,No,More than 1000,No,Yes,No,Don't know,Rarely,Don't know,,no comment,0,2020
39.0,Male,Yes,More than 1000,Yes,Yes,Yes,Very easy,Never,Yes,Yes,Thank you for the work you've done over the years. Our societies are slowly taking steps to talk about and support people with needs.,1,2020
20.0,Male,Don't know,500-1000,No,No,Don't know,Somewhat easy,Sometimes,Don't know,No,no,0,2020
40.0,Female,Yes,26-100,Yes,Yes,No,Somewhat difficult,Often,Yes,Yes,no comment,1,2020
31.0,Male,No,More than 1000,Yes,Don't know,Don't know,Somewhat easy,Often,Don't know,No,no comment,0,2020
53.0,Male,No,More than 1000,No,No,No,Somewhat difficult,Often,No,No,"Focus on prevention. Find root cause, and go backwards, do not wait until someone gets this at work in IT companies. Go to the source and fix it/ partner with other organizations.",0,2020
23.0,Female,No,26-100,Yes,Yes,Don't know,Very easy,Often,Yes,Yes,no comment,0,2020
34.0,Male,Yes,100-500,Yes,No,Don't know,Somewhat easy,Often,Don't know,No,no comment,1,2020
43.0,Male,Yes,500-1000,No,Yes,Yes,Somewhat difficult,Sometimes,Yes,No,no comment,1,2020
37.0,Male,No,500-1000,Yes,Yes,Don't know,Very easy,Never,No,,no comment,0,2020
28.0,Female,Don't know,26-100,Yes,No,Don't know,Very easy,Never,Don't know,No,no comment,0,2021
41.0,Male,No,500-1000,Yes,Yes,Yes,Don't know,Never,Yes,No,no comment,0,2021
35.0,Male,No,100-500,Yes,No,Don't know,Somewhat easy,Never,Yes,Yes,no comment,0,2021
20.0,Male,Yes,,,,,,Sometimes,,,j,0,2021
35.0,Female,No,More than 1000,No,Yes,Don't know,Somewhat difficult,Often,Yes,No,no comment,1,2021
30.0,Female,No,6-25,Yes,No,No,Somewhat difficult,Never,No,No,More folks need to talk about unrealistic expectations in the workplace.,0,2021
34.0,Female,No,More than 1000,Yes,Yes,Yes,Somewhat easy,Often,No,Yes,no comment,0,2021
23.0,Female,Don't know,More than 1000,No,No,Don't know,Very easy,Sometimes,Yes,Yes,no comment,0,2021
19.0,Female,No,More than 1000,Yes,Yes,No,Somewhat difficult,Often,No,No,no comment,0,2021
34.0,Female,Yes,,,,,,Sometimes,,,no comment,1,2021
25.0,Male,No,More than 1000,No,Yes,Yes,Very easy,Sometimes,Yes,No,no comment,1,2021
29.0,Male,No,26-100,Yes,No,Don't know,Don't know,Sometimes,No,,no comment,0,2021
